accuracy,cuda_available,cuda_device_count,dataset,datasets,emissions_kg_co2,git_commit,metric,model_hf_id,model_name,num_correct,num_nonzero_target_params,num_samples,num_total_target_params,per_subject_accuracy,platform,python,seed,sparsity_achieved,sparsity_requested,split,timestamp,torch,transformers
0.6533257370744908,True,1,cais/mmlu,4.5.0,0.07463837134674528,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,9174,6979321856,14042,6979321856,"{'abstract_algebra': 0.29, 'anatomy': 0.6592592592592592, 'astronomy': 0.7236842105263158, 'business_ethics': 0.62, 'clinical_knowledge': 0.7773584905660378, 'college_biology': 0.7777777777777778, 'college_chemistry': 0.43, 'college_computer_science': 0.5, 'college_mathematics': 0.27, 'college_medicine': 0.7167630057803468, 'college_physics': 0.43137254901960786, 'computer_security': 0.76, 'conceptual_physics': 0.6680851063829787, 'econometrics': 0.4649122807017544, 'electrical_engineering': 0.5517241379310345, 'elementary_mathematics': 0.4497354497354497, 'formal_logic': 0.4365079365079365, 'global_facts': 0.44, 'high_school_biology': 0.7935483870967742, 'high_school_chemistry': 0.5812807881773399, 'high_school_computer_science': 0.75, 'high_school_european_history': 0.7515151515151515, 'high_school_geography': 0.797979797979798, 'high_school_government_and_politics': 0.8601036269430051, 'high_school_macroeconomics': 0.6435897435897436, 'high_school_mathematics': 0.37407407407407406, 'high_school_microeconomics': 0.6974789915966386, 'high_school_physics': 0.4304635761589404, 'high_school_psychology': 0.8660550458715597, 'high_school_statistics': 0.46296296296296297, 'high_school_us_history': 0.8382352941176471, 'high_school_world_history': 0.8649789029535865, 'human_aging': 0.6681614349775785, 'human_sexuality': 0.7633587786259542, 'international_law': 0.743801652892562, 'jurisprudence': 0.7314814814814815, 'logical_fallacies': 0.754601226993865, 'machine_learning': 0.5625, 'management': 0.8446601941747572, 'marketing': 0.8675213675213675, 'medical_genetics': 0.77, 'miscellaneous': 0.822477650063857, 'moral_disputes': 0.6416184971098265, 'moral_scenarios': 0.5128491620111731, 'nutrition': 0.7777777777777778, 'philosophy': 0.6720257234726688, 'prehistory': 0.7098765432098766, 'professional_accounting': 0.4858156028368794, 'professional_law': 0.4830508474576271, 'professional_medicine': 0.8125, 'professional_psychology': 0.7091503267973857, 'public_relations': 0.6272727272727273, 'security_studies': 0.7061224489795919, 'sociology': 0.8059701492537313, 'us_foreign_policy': 0.86, 'virology': 0.5301204819277109, 'world_religions': 0.8245614035087719}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,0.0,0,test,2026-04-17T07:06:09.197702+00:00,2.9.1+cu128,5.1.0
0.6479134026491953,True,1,cais/mmlu,4.5.0,0.10179840606677841,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,9098,6281389671,14042,6979321856,"{'abstract_algebra': 0.28, 'anatomy': 0.6666666666666666, 'astronomy': 0.7171052631578947, 'business_ethics': 0.64, 'clinical_knowledge': 0.7622641509433963, 'college_biology': 0.7430555555555556, 'college_chemistry': 0.41, 'college_computer_science': 0.5, 'college_mathematics': 0.29, 'college_medicine': 0.6878612716763006, 'college_physics': 0.46078431372549017, 'computer_security': 0.74, 'conceptual_physics': 0.6212765957446809, 'econometrics': 0.4473684210526316, 'electrical_engineering': 0.5310344827586206, 'elementary_mathematics': 0.455026455026455, 'formal_logic': 0.49206349206349204, 'global_facts': 0.4, 'high_school_biology': 0.7774193548387097, 'high_school_chemistry': 0.5812807881773399, 'high_school_computer_science': 0.72, 'high_school_european_history': 0.7636363636363637, 'high_school_geography': 0.803030303030303, 'high_school_government_and_politics': 0.8652849740932642, 'high_school_macroeconomics': 0.658974358974359, 'high_school_mathematics': 0.35185185185185186, 'high_school_microeconomics': 0.6974789915966386, 'high_school_physics': 0.41721854304635764, 'high_school_psychology': 0.8568807339449541, 'high_school_statistics': 0.4675925925925926, 'high_school_us_history': 0.8480392156862745, 'high_school_world_history': 0.8396624472573839, 'human_aging': 0.6816143497757847, 'human_sexuality': 0.7480916030534351, 'international_law': 0.7520661157024794, 'jurisprudence': 0.7314814814814815, 'logical_fallacies': 0.7177914110429447, 'machine_learning': 0.5446428571428571, 'management': 0.8058252427184466, 'marketing': 0.8675213675213675, 'medical_genetics': 0.75, 'miscellaneous': 0.8173690932311622, 'moral_disputes': 0.6416184971098265, 'moral_scenarios': 0.4748603351955307, 'nutrition': 0.7647058823529411, 'philosophy': 0.6816720257234726, 'prehistory': 0.7037037037037037, 'professional_accounting': 0.5141843971631206, 'professional_law': 0.48565840938722293, 'professional_medicine': 0.8014705882352942, 'professional_psychology': 0.7140522875816994, 'public_relations': 0.6363636363636364, 'security_studies': 0.7142857142857143, 'sociology': 0.8059701492537313, 'us_foreign_policy': 0.91, 'virology': 0.5120481927710844, 'world_religions': 0.8070175438596491}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,9.999999991403175,10,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.6313915396667141,True,1,cais/mmlu,4.5.0,0.10293844557901073,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,8866,5583457485,14042,6979321856,"{'abstract_algebra': 0.31, 'anatomy': 0.6814814814814815, 'astronomy': 0.7368421052631579, 'business_ethics': 0.65, 'clinical_knowledge': 0.7358490566037735, 'college_biology': 0.7708333333333334, 'college_chemistry': 0.49, 'college_computer_science': 0.49, 'college_mathematics': 0.32, 'college_medicine': 0.6589595375722543, 'college_physics': 0.4215686274509804, 'computer_security': 0.77, 'conceptual_physics': 0.5829787234042553, 'econometrics': 0.4649122807017544, 'electrical_engineering': 0.5517241379310345, 'elementary_mathematics': 0.4365079365079365, 'formal_logic': 0.42857142857142855, 'global_facts': 0.4, 'high_school_biology': 0.7709677419354839, 'high_school_chemistry': 0.6403940886699507, 'high_school_computer_science': 0.67, 'high_school_european_history': 0.7333333333333333, 'high_school_geography': 0.8181818181818182, 'high_school_government_and_politics': 0.8393782383419689, 'high_school_macroeconomics': 0.6358974358974359, 'high_school_mathematics': 0.34074074074074073, 'high_school_microeconomics': 0.634453781512605, 'high_school_physics': 0.40397350993377484, 'high_school_psychology': 0.8495412844036697, 'high_school_statistics': 0.4675925925925926, 'high_school_us_history': 0.8333333333333334, 'high_school_world_history': 0.8143459915611815, 'human_aging': 0.6591928251121076, 'human_sexuality': 0.7557251908396947, 'international_law': 0.7355371900826446, 'jurisprudence': 0.7222222222222222, 'logical_fallacies': 0.6993865030674846, 'machine_learning': 0.5892857142857143, 'management': 0.8252427184466019, 'marketing': 0.8675213675213675, 'medical_genetics': 0.76, 'miscellaneous': 0.8199233716475096, 'moral_disputes': 0.638728323699422, 'moral_scenarios': 0.38100558659217876, 'nutrition': 0.7124183006535948, 'philosophy': 0.6816720257234726, 'prehistory': 0.7129629629629629, 'professional_accounting': 0.46808510638297873, 'professional_law': 0.4726205997392438, 'professional_medicine': 0.7316176470588235, 'professional_psychology': 0.6928104575163399, 'public_relations': 0.6363636363636364, 'security_studies': 0.673469387755102, 'sociology': 0.7910447761194029, 'us_foreign_policy': 0.88, 'virology': 0.5180722891566265, 'world_religions': 0.8011695906432749}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,19.99999999713439,20,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.5961401509756445,True,1,cais/mmlu,4.5.0,0.10078871709276646,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,8371,4885525300,14042,6979321856,"{'abstract_algebra': 0.3, 'anatomy': 0.5777777777777777, 'astronomy': 0.6644736842105263, 'business_ethics': 0.68, 'clinical_knowledge': 0.690566037735849, 'college_biology': 0.6875, 'college_chemistry': 0.4, 'college_computer_science': 0.48, 'college_mathematics': 0.28, 'college_medicine': 0.6127167630057804, 'college_physics': 0.4019607843137255, 'computer_security': 0.67, 'conceptual_physics': 0.5234042553191489, 'econometrics': 0.37719298245614036, 'electrical_engineering': 0.5310344827586206, 'elementary_mathematics': 0.41798941798941797, 'formal_logic': 0.40476190476190477, 'global_facts': 0.4, 'high_school_biology': 0.7193548387096774, 'high_school_chemistry': 0.5467980295566502, 'high_school_computer_science': 0.64, 'high_school_european_history': 0.7333333333333333, 'high_school_geography': 0.7626262626262627, 'high_school_government_and_politics': 0.7979274611398963, 'high_school_macroeconomics': 0.5974358974358974, 'high_school_mathematics': 0.3296296296296296, 'high_school_microeconomics': 0.5672268907563025, 'high_school_physics': 0.36423841059602646, 'high_school_psychology': 0.8110091743119267, 'high_school_statistics': 0.4722222222222222, 'high_school_us_history': 0.7794117647058824, 'high_school_world_history': 0.810126582278481, 'human_aging': 0.6367713004484304, 'human_sexuality': 0.7251908396946565, 'international_law': 0.7768595041322314, 'jurisprudence': 0.7037037037037037, 'logical_fallacies': 0.6871165644171779, 'machine_learning': 0.49107142857142855, 'management': 0.7961165048543689, 'marketing': 0.8162393162393162, 'medical_genetics': 0.72, 'miscellaneous': 0.8071519795657727, 'moral_disputes': 0.5924855491329479, 'moral_scenarios': 0.31620111731843575, 'nutrition': 0.7091503267973857, 'philosophy': 0.6205787781350482, 'prehistory': 0.6944444444444444, 'professional_accounting': 0.4432624113475177, 'professional_law': 0.4471968709256845, 'professional_medicine': 0.6875, 'professional_psychology': 0.6339869281045751, 'public_relations': 0.6818181818181818, 'security_studies': 0.6938775510204082, 'sociology': 0.7910447761194029, 'us_foreign_policy': 0.81, 'virology': 0.5, 'world_religions': 0.7660818713450293}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,29.999999988537574,30,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.5348240991311779,True,1,cais/mmlu,4.5.0,0.10110906111122173,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,7510,4187593114,14042,6979321856,"{'abstract_algebra': 0.26, 'anatomy': 0.5703703703703704, 'astronomy': 0.5592105263157895, 'business_ethics': 0.59, 'clinical_knowledge': 0.6415094339622641, 'college_biology': 0.5902777777777778, 'college_chemistry': 0.34, 'college_computer_science': 0.43, 'college_mathematics': 0.33, 'college_medicine': 0.5606936416184971, 'college_physics': 0.3627450980392157, 'computer_security': 0.61, 'conceptual_physics': 0.4425531914893617, 'econometrics': 0.2982456140350877, 'electrical_engineering': 0.4482758620689655, 'elementary_mathematics': 0.37566137566137564, 'formal_logic': 0.36507936507936506, 'global_facts': 0.37, 'high_school_biology': 0.6451612903225806, 'high_school_chemistry': 0.45320197044334976, 'high_school_computer_science': 0.56, 'high_school_european_history': 0.6363636363636364, 'high_school_geography': 0.6767676767676768, 'high_school_government_and_politics': 0.7046632124352331, 'high_school_macroeconomics': 0.5076923076923077, 'high_school_mathematics': 0.31851851851851853, 'high_school_microeconomics': 0.4789915966386555, 'high_school_physics': 0.37748344370860926, 'high_school_psychology': 0.7688073394495413, 'high_school_statistics': 0.4166666666666667, 'high_school_us_history': 0.7107843137254902, 'high_school_world_history': 0.7215189873417721, 'human_aging': 0.57847533632287, 'human_sexuality': 0.6793893129770993, 'international_law': 0.6611570247933884, 'jurisprudence': 0.6018518518518519, 'logical_fallacies': 0.5766871165644172, 'machine_learning': 0.45535714285714285, 'management': 0.6796116504854369, 'marketing': 0.7606837606837606, 'medical_genetics': 0.69, 'miscellaneous': 0.7305236270753512, 'moral_disputes': 0.5606936416184971, 'moral_scenarios': 0.27932960893854747, 'nutrition': 0.5555555555555556, 'philosophy': 0.6012861736334405, 'prehistory': 0.6327160493827161, 'professional_accounting': 0.375886524822695, 'professional_law': 0.4067796610169492, 'professional_medicine': 0.5919117647058824, 'professional_psychology': 0.5947712418300654, 'public_relations': 0.5545454545454546, 'security_studies': 0.5673469387755102, 'sociology': 0.7164179104477612, 'us_foreign_policy': 0.79, 'virology': 0.4457831325301205, 'world_religions': 0.6842105263157895}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,39.999999994268784,40,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.342330152399943,True,1,cais/mmlu,4.5.0,0.09800430937218785,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,4807,3489660928,14042,6979321856,"{'abstract_algebra': 0.28, 'anatomy': 0.43703703703703706, 'astronomy': 0.35526315789473684, 'business_ethics': 0.39, 'clinical_knowledge': 0.3320754716981132, 'college_biology': 0.2986111111111111, 'college_chemistry': 0.24, 'college_computer_science': 0.26, 'college_mathematics': 0.26, 'college_medicine': 0.3236994219653179, 'college_physics': 0.2549019607843137, 'computer_security': 0.43, 'conceptual_physics': 0.31063829787234043, 'econometrics': 0.24561403508771928, 'electrical_engineering': 0.3793103448275862, 'elementary_mathematics': 0.291005291005291, 'formal_logic': 0.23015873015873015, 'global_facts': 0.37, 'high_school_biology': 0.3967741935483871, 'high_school_chemistry': 0.29064039408866993, 'high_school_computer_science': 0.39, 'high_school_european_history': 0.30303030303030304, 'high_school_geography': 0.3686868686868687, 'high_school_government_and_politics': 0.3626943005181347, 'high_school_macroeconomics': 0.2948717948717949, 'high_school_mathematics': 0.2814814814814815, 'high_school_microeconomics': 0.3025210084033613, 'high_school_physics': 0.3443708609271523, 'high_school_psychology': 0.41834862385321103, 'high_school_statistics': 0.2222222222222222, 'high_school_us_history': 0.35294117647058826, 'high_school_world_history': 0.35864978902953587, 'human_aging': 0.33183856502242154, 'human_sexuality': 0.37404580152671757, 'international_law': 0.48760330578512395, 'jurisprudence': 0.39814814814814814, 'logical_fallacies': 0.3558282208588957, 'machine_learning': 0.2767857142857143, 'management': 0.39805825242718446, 'marketing': 0.5555555555555556, 'medical_genetics': 0.34, 'miscellaneous': 0.4776500638569604, 'moral_disputes': 0.36127167630057805, 'moral_scenarios': 0.23910614525139665, 'nutrition': 0.38235294117647056, 'philosophy': 0.38263665594855306, 'prehistory': 0.44135802469135804, 'professional_accounting': 0.29432624113475175, 'professional_law': 0.25488917861799215, 'professional_medicine': 0.2977941176470588, 'professional_psychology': 0.36764705882352944, 'public_relations': 0.4, 'security_studies': 0.33877551020408164, 'sociology': 0.5323383084577115, 'us_foreign_policy': 0.48, 'virology': 0.35542168674698793, 'world_religions': 0.40350877192982454}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,50.0,50,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.22945449366187154,True,1,cais/mmlu,4.5.0,0.0936159061595382,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3222,2791728743,14042,6979321856,"{'abstract_algebra': 0.22, 'anatomy': 0.1925925925925926, 'astronomy': 0.17763157894736842, 'business_ethics': 0.3, 'clinical_knowledge': 0.21132075471698114, 'college_biology': 0.2569444444444444, 'college_chemistry': 0.2, 'college_computer_science': 0.25, 'college_mathematics': 0.21, 'college_medicine': 0.2023121387283237, 'college_physics': 0.21568627450980393, 'computer_security': 0.28, 'conceptual_physics': 0.26382978723404255, 'econometrics': 0.23684210526315788, 'electrical_engineering': 0.2413793103448276, 'elementary_mathematics': 0.20899470899470898, 'formal_logic': 0.2857142857142857, 'global_facts': 0.18, 'high_school_biology': 0.1774193548387097, 'high_school_chemistry': 0.15763546798029557, 'high_school_computer_science': 0.25, 'high_school_european_history': 0.21818181818181817, 'high_school_geography': 0.17676767676767677, 'high_school_government_and_politics': 0.19689119170984457, 'high_school_macroeconomics': 0.20512820512820512, 'high_school_mathematics': 0.2111111111111111, 'high_school_microeconomics': 0.21008403361344538, 'high_school_physics': 0.1986754966887417, 'high_school_psychology': 0.1926605504587156, 'high_school_statistics': 0.1527777777777778, 'high_school_us_history': 0.25, 'high_school_world_history': 0.270042194092827, 'human_aging': 0.31390134529147984, 'human_sexuality': 0.2595419847328244, 'international_law': 0.2396694214876033, 'jurisprudence': 0.25, 'logical_fallacies': 0.22085889570552147, 'machine_learning': 0.3125, 'management': 0.17475728155339806, 'marketing': 0.2905982905982906, 'medical_genetics': 0.3, 'miscellaneous': 0.23754789272030652, 'moral_disputes': 0.24855491329479767, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.22549019607843138, 'philosophy': 0.1864951768488746, 'prehistory': 0.21604938271604937, 'professional_accounting': 0.23404255319148937, 'professional_law': 0.2457627118644068, 'professional_medicine': 0.18382352941176472, 'professional_psychology': 0.25163398692810457, 'public_relations': 0.21818181818181817, 'security_studies': 0.18775510204081633, 'sociology': 0.24378109452736318, 'us_foreign_policy': 0.28, 'virology': 0.28313253012048195, 'world_religions': 0.3216374269005848}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,59.99999999140317,60,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.23080757726819542,True,1,cais/mmlu,4.5.0,0.09790150295183946,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3241,2093796557,14042,6979321856,"{'abstract_algebra': 0.2, 'anatomy': 0.2074074074074074, 'astronomy': 0.18421052631578946, 'business_ethics': 0.29, 'clinical_knowledge': 0.21132075471698114, 'college_biology': 0.24305555555555555, 'college_chemistry': 0.18, 'college_computer_science': 0.24, 'college_mathematics': 0.2, 'college_medicine': 0.2138728323699422, 'college_physics': 0.20588235294117646, 'computer_security': 0.25, 'conceptual_physics': 0.25957446808510637, 'econometrics': 0.23684210526315788, 'electrical_engineering': 0.2413793103448276, 'elementary_mathematics': 0.21428571428571427, 'formal_logic': 0.2857142857142857, 'global_facts': 0.18, 'high_school_biology': 0.18064516129032257, 'high_school_chemistry': 0.1625615763546798, 'high_school_computer_science': 0.23, 'high_school_european_history': 0.24242424242424243, 'high_school_geography': 0.17676767676767677, 'high_school_government_and_politics': 0.18652849740932642, 'high_school_macroeconomics': 0.2, 'high_school_mathematics': 0.21851851851851853, 'high_school_microeconomics': 0.2184873949579832, 'high_school_physics': 0.18543046357615894, 'high_school_psychology': 0.1908256880733945, 'high_school_statistics': 0.18518518518518517, 'high_school_us_history': 0.25, 'high_school_world_history': 0.26582278481012656, 'human_aging': 0.30493273542600896, 'human_sexuality': 0.2595419847328244, 'international_law': 0.23140495867768596, 'jurisprudence': 0.25, 'logical_fallacies': 0.2085889570552147, 'machine_learning': 0.3392857142857143, 'management': 0.17475728155339806, 'marketing': 0.2863247863247863, 'medical_genetics': 0.29, 'miscellaneous': 0.24010217113665389, 'moral_disputes': 0.2543352601156069, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.24509803921568626, 'philosophy': 0.1864951768488746, 'prehistory': 0.2345679012345679, 'professional_accounting': 0.2198581560283688, 'professional_law': 0.24119947848761408, 'professional_medicine': 0.21691176470588236, 'professional_psychology': 0.2565359477124183, 'public_relations': 0.22727272727272727, 'security_studies': 0.21224489795918366, 'sociology': 0.24875621890547264, 'us_foreign_policy': 0.26, 'virology': 0.27710843373493976, 'world_religions': 0.32748538011695905}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,69.9999999971344,70,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.26043298675402365,True,1,cais/mmlu,4.5.0,0.09329514252721047,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3657,1395864372,14042,6979321856,"{'abstract_algebra': 0.28, 'anatomy': 0.31851851851851853, 'astronomy': 0.27631578947368424, 'business_ethics': 0.21, 'clinical_knowledge': 0.23018867924528302, 'college_biology': 0.2569444444444444, 'college_chemistry': 0.31, 'college_computer_science': 0.25, 'college_mathematics': 0.24, 'college_medicine': 0.2138728323699422, 'college_physics': 0.23529411764705882, 'computer_security': 0.25, 'conceptual_physics': 0.2297872340425532, 'econometrics': 0.21929824561403508, 'electrical_engineering': 0.27586206896551724, 'elementary_mathematics': 0.2671957671957672, 'formal_logic': 0.23809523809523808, 'global_facts': 0.34, 'high_school_biology': 0.25483870967741934, 'high_school_chemistry': 0.2561576354679803, 'high_school_computer_science': 0.25, 'high_school_european_history': 0.2545454545454545, 'high_school_geography': 0.23737373737373738, 'high_school_government_and_politics': 0.2538860103626943, 'high_school_macroeconomics': 0.24358974358974358, 'high_school_mathematics': 0.2814814814814815, 'high_school_microeconomics': 0.23949579831932774, 'high_school_physics': 0.2847682119205298, 'high_school_psychology': 0.23302752293577983, 'high_school_statistics': 0.4351851851851852, 'high_school_us_history': 0.2549019607843137, 'high_school_world_history': 0.20253164556962025, 'human_aging': 0.18834080717488788, 'human_sexuality': 0.22900763358778625, 'international_law': 0.2644628099173554, 'jurisprudence': 0.24074074074074073, 'logical_fallacies': 0.25766871165644173, 'machine_learning': 0.26785714285714285, 'management': 0.18446601941747573, 'marketing': 0.2606837606837607, 'medical_genetics': 0.17, 'miscellaneous': 0.27330779054916987, 'moral_disputes': 0.2832369942196532, 'moral_scenarios': 0.26927374301675977, 'nutrition': 0.2581699346405229, 'philosophy': 0.28938906752411575, 'prehistory': 0.2808641975308642, 'professional_accounting': 0.22340425531914893, 'professional_law': 0.24511082138200782, 'professional_medicine': 0.3382352941176471, 'professional_psychology': 0.2777777777777778, 'public_relations': 0.17272727272727273, 'security_studies': 0.37551020408163266, 'sociology': 0.25870646766169153, 'us_foreign_policy': 0.27, 'virology': 0.22289156626506024, 'world_religions': 0.28654970760233917}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,79.99999998853757,80,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
0.23871243412619286,True,1,cais/mmlu,4.5.0,0.09790360562914416,0615d9fbbefa8cbd64310c83c4ef76934b8d0841,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3352,697932186,14042,6979321856,"{'abstract_algebra': 0.2, 'anatomy': 0.1925925925925926, 'astronomy': 0.18421052631578946, 'business_ethics': 0.31, 'clinical_knowledge': 0.20754716981132076, 'college_biology': 0.25, 'college_chemistry': 0.25, 'college_computer_science': 0.25, 'college_mathematics': 0.23, 'college_medicine': 0.2254335260115607, 'college_physics': 0.2549019607843137, 'computer_security': 0.28, 'conceptual_physics': 0.25957446808510637, 'econometrics': 0.23684210526315788, 'electrical_engineering': 0.2413793103448276, 'elementary_mathematics': 0.20634920634920634, 'formal_logic': 0.29365079365079366, 'global_facts': 0.19, 'high_school_biology': 0.19032258064516128, 'high_school_chemistry': 0.16748768472906403, 'high_school_computer_science': 0.27, 'high_school_european_history': 0.2727272727272727, 'high_school_geography': 0.18686868686868688, 'high_school_government_and_politics': 0.23834196891191708, 'high_school_macroeconomics': 0.21794871794871795, 'high_school_mathematics': 0.2, 'high_school_microeconomics': 0.20168067226890757, 'high_school_physics': 0.1986754966887417, 'high_school_psychology': 0.22201834862385322, 'high_school_statistics': 0.22685185185185186, 'high_school_us_history': 0.2647058823529412, 'high_school_world_history': 0.270042194092827, 'human_aging': 0.3183856502242152, 'human_sexuality': 0.2366412213740458, 'international_law': 0.21487603305785125, 'jurisprudence': 0.23148148148148148, 'logical_fallacies': 0.25766871165644173, 'machine_learning': 0.29464285714285715, 'management': 0.17475728155339806, 'marketing': 0.23931623931623933, 'medical_genetics': 0.3, 'miscellaneous': 0.2413793103448276, 'moral_disputes': 0.2658959537572254, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.238562091503268, 'philosophy': 0.21221864951768488, 'prehistory': 0.22839506172839505, 'professional_accounting': 0.2765957446808511, 'professional_law': 0.24445893089960888, 'professional_medicine': 0.29411764705882354, 'professional_psychology': 0.24019607843137256, 'public_relations': 0.24545454545454545, 'security_studies': 0.24081632653061225, 'sociology': 0.23880597014925373, 'us_foreign_policy': 0.25, 'virology': 0.2891566265060241, 'world_religions': 0.3157894736842105}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,3.12.11,42,89.99999999426879,90,test,2026-04-17T08:48:51.083151+00:00,2.9.1+cu128,5.1.0
