accuracy,cuda_available,cuda_device_count,dataset,datasets,emissions_kg_co2,git_commit,group_sparsity_achieved,group_sparsity_requested,metric,model_hf_id,model_name,num_correct,num_groups_pruned,num_groups_total,num_nonzero_target_params,num_samples,num_total_target_params,per_subject_accuracy,platform,pruning_method,pruning_structure,python,seed,sparsity_achieved,sparsity_requested,split,timestamp,torch,transformers
0.6523999430280587,True,1,cais/mmlu,4.5.0,0.06721611965781953,ef942e1edecc0078e334bf4645d75647363a38ac,0.0,0,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,9161,0,458752,6979321856,14042,6979321856,"{'abstract_algebra': 0.31, 'anatomy': 0.6592592592592592, 'astronomy': 0.7171052631578947, 'business_ethics': 0.62, 'clinical_knowledge': 0.7773584905660378, 'college_biology': 0.7708333333333334, 'college_chemistry': 0.43, 'college_computer_science': 0.51, 'college_mathematics': 0.25, 'college_medicine': 0.7109826589595376, 'college_physics': 0.43137254901960786, 'computer_security': 0.75, 'conceptual_physics': 0.6638297872340425, 'econometrics': 0.4649122807017544, 'electrical_engineering': 0.5793103448275863, 'elementary_mathematics': 0.4523809523809524, 'formal_logic': 0.4365079365079365, 'global_facts': 0.42, 'high_school_biology': 0.7967741935483871, 'high_school_chemistry': 0.5812807881773399, 'high_school_computer_science': 0.75, 'high_school_european_history': 0.7515151515151515, 'high_school_geography': 0.7929292929292929, 'high_school_government_and_politics': 0.8601036269430051, 'high_school_macroeconomics': 0.6333333333333333, 'high_school_mathematics': 0.362962962962963, 'high_school_microeconomics': 0.7016806722689075, 'high_school_physics': 0.44370860927152317, 'high_school_psychology': 0.8642201834862385, 'high_school_statistics': 0.4537037037037037, 'high_school_us_history': 0.8333333333333334, 'high_school_world_history': 0.8649789029535865, 'human_aging': 0.6681614349775785, 'human_sexuality': 0.7633587786259542, 'international_law': 0.743801652892562, 'jurisprudence': 0.7222222222222222, 'logical_fallacies': 0.754601226993865, 'machine_learning': 0.5714285714285714, 'management': 0.8446601941747572, 'marketing': 0.8632478632478633, 'medical_genetics': 0.78, 'miscellaneous': 0.8250319284802043, 'moral_disputes': 0.6416184971098265, 'moral_scenarios': 0.5094972067039106, 'nutrition': 0.7777777777777778, 'philosophy': 0.6688102893890675, 'prehistory': 0.7067901234567902, 'professional_accounting': 0.4787234042553192, 'professional_law': 0.4791395045632334, 'professional_medicine': 0.8161764705882353, 'professional_psychology': 0.7140522875816994, 'public_relations': 0.6363636363636364, 'security_studies': 0.6938775510204082, 'sociology': 0.8208955223880597, 'us_foreign_policy': 0.86, 'virology': 0.5301204819277109, 'world_religions': 0.8362573099415205}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,0.0,0,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.29048568579974365,True,1,cais/mmlu,4.5.0,0.06587837255694322,ef942e1edecc0078e334bf4645d75647363a38ac,9.999956403459821,10,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,4079,45875,458752,6415609856,14042,6979321856,"{'abstract_algebra': 0.23, 'anatomy': 0.31851851851851853, 'astronomy': 0.20394736842105263, 'business_ethics': 0.27, 'clinical_knowledge': 0.33584905660377357, 'college_biology': 0.3055555555555556, 'college_chemistry': 0.24, 'college_computer_science': 0.26, 'college_mathematics': 0.29, 'college_medicine': 0.2947976878612717, 'college_physics': 0.24509803921568626, 'computer_security': 0.32, 'conceptual_physics': 0.3617021276595745, 'econometrics': 0.21929824561403508, 'electrical_engineering': 0.2827586206896552, 'elementary_mathematics': 0.23544973544973544, 'formal_logic': 0.3253968253968254, 'global_facts': 0.21, 'high_school_biology': 0.31290322580645163, 'high_school_chemistry': 0.18719211822660098, 'high_school_computer_science': 0.24, 'high_school_european_history': 0.23030303030303031, 'high_school_geography': 0.3838383838383838, 'high_school_government_and_politics': 0.3160621761658031, 'high_school_macroeconomics': 0.2948717948717949, 'high_school_mathematics': 0.25555555555555554, 'high_school_microeconomics': 0.2605042016806723, 'high_school_physics': 0.2119205298013245, 'high_school_psychology': 0.3981651376146789, 'high_school_statistics': 0.24537037037037038, 'high_school_us_history': 0.29411764705882354, 'high_school_world_history': 0.29535864978902954, 'human_aging': 0.3721973094170404, 'human_sexuality': 0.35877862595419846, 'international_law': 0.2727272727272727, 'jurisprudence': 0.3333333333333333, 'logical_fallacies': 0.2392638036809816, 'machine_learning': 0.17857142857142858, 'management': 0.36893203883495146, 'marketing': 0.3418803418803419, 'medical_genetics': 0.4, 'miscellaneous': 0.42528735632183906, 'moral_disputes': 0.30346820809248554, 'moral_scenarios': 0.26927374301675977, 'nutrition': 0.24509803921568626, 'philosophy': 0.3086816720257235, 'prehistory': 0.29012345679012347, 'professional_accounting': 0.2375886524822695, 'professional_law': 0.242503259452412, 'professional_medicine': 0.1948529411764706, 'professional_psychology': 0.2777777777777778, 'public_relations': 0.32727272727272727, 'security_studies': 0.24081632653061225, 'sociology': 0.3383084577114428, 'us_foreign_policy': 0.38, 'virology': 0.2469879518072289, 'world_religions': 0.3333333333333333}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,8.076887864332939,10,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.23315766984760006,True,1,cais/mmlu,4.5.0,0.06520774373571589,ef942e1edecc0078e334bf4645d75647363a38ac,19.999912806919642,20,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3274,91750,458752,5851897856,14042,6979321856,"{'abstract_algebra': 0.21, 'anatomy': 0.2074074074074074, 'astronomy': 0.19736842105263158, 'business_ethics': 0.28, 'clinical_knowledge': 0.22264150943396227, 'college_biology': 0.24305555555555555, 'college_chemistry': 0.21, 'college_computer_science': 0.24, 'college_mathematics': 0.25, 'college_medicine': 0.20809248554913296, 'college_physics': 0.22549019607843138, 'computer_security': 0.32, 'conceptual_physics': 0.251063829787234, 'econometrics': 0.21929824561403508, 'electrical_engineering': 0.21379310344827587, 'elementary_mathematics': 0.20899470899470898, 'formal_logic': 0.2619047619047619, 'global_facts': 0.13, 'high_school_biology': 0.2032258064516129, 'high_school_chemistry': 0.18719211822660098, 'high_school_computer_science': 0.25, 'high_school_european_history': 0.21818181818181817, 'high_school_geography': 0.18181818181818182, 'high_school_government_and_politics': 0.24870466321243523, 'high_school_macroeconomics': 0.2282051282051282, 'high_school_mathematics': 0.21851851851851853, 'high_school_microeconomics': 0.20588235294117646, 'high_school_physics': 0.2119205298013245, 'high_school_psychology': 0.20733944954128442, 'high_school_statistics': 0.16203703703703703, 'high_school_us_history': 0.25, 'high_school_world_history': 0.26582278481012656, 'human_aging': 0.273542600896861, 'human_sexuality': 0.2824427480916031, 'international_law': 0.24793388429752067, 'jurisprudence': 0.28703703703703703, 'logical_fallacies': 0.22699386503067484, 'machine_learning': 0.2767857142857143, 'management': 0.1553398058252427, 'marketing': 0.2863247863247863, 'medical_genetics': 0.32, 'miscellaneous': 0.25925925925925924, 'moral_disputes': 0.2398843930635838, 'moral_scenarios': 0.25027932960893856, 'nutrition': 0.22549019607843138, 'philosophy': 0.19292604501607716, 'prehistory': 0.21296296296296297, 'professional_accounting': 0.23404255319148937, 'professional_law': 0.2457627118644068, 'professional_medicine': 0.18382352941176472, 'professional_psychology': 0.25, 'public_relations': 0.2, 'security_studies': 0.1836734693877551, 'sociology': 0.25870646766169153, 'us_foreign_policy': 0.27, 'virology': 0.26506024096385544, 'world_religions': 0.28654970760233917}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,16.153775728665863,20,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.2335849594074918,True,1,cais/mmlu,4.5.0,0.06454127022071009,ef942e1edecc0078e334bf4645d75647363a38ac,29.999869210379465,30,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3280,137625,458752,5288185856,14042,6979321856,"{'abstract_algebra': 0.24, 'anatomy': 0.23703703703703705, 'astronomy': 0.17105263157894737, 'business_ethics': 0.26, 'clinical_knowledge': 0.23773584905660378, 'college_biology': 0.25, 'college_chemistry': 0.16, 'college_computer_science': 0.27, 'college_mathematics': 0.22, 'college_medicine': 0.19653179190751446, 'college_physics': 0.2549019607843137, 'computer_security': 0.26, 'conceptual_physics': 0.2680851063829787, 'econometrics': 0.2543859649122807, 'electrical_engineering': 0.21379310344827587, 'elementary_mathematics': 0.20105820105820105, 'formal_logic': 0.2698412698412698, 'global_facts': 0.19, 'high_school_biology': 0.18387096774193548, 'high_school_chemistry': 0.21182266009852216, 'high_school_computer_science': 0.25, 'high_school_european_history': 0.23030303030303031, 'high_school_geography': 0.21212121212121213, 'high_school_government_and_politics': 0.21761658031088082, 'high_school_macroeconomics': 0.2358974358974359, 'high_school_mathematics': 0.23703703703703705, 'high_school_microeconomics': 0.21428571428571427, 'high_school_physics': 0.2251655629139073, 'high_school_psychology': 0.23853211009174313, 'high_school_statistics': 0.1712962962962963, 'high_school_us_history': 0.25, 'high_school_world_history': 0.26582278481012656, 'human_aging': 0.23766816143497757, 'human_sexuality': 0.2824427480916031, 'international_law': 0.21487603305785125, 'jurisprudence': 0.2777777777777778, 'logical_fallacies': 0.22085889570552147, 'machine_learning': 0.23214285714285715, 'management': 0.1941747572815534, 'marketing': 0.2692307692307692, 'medical_genetics': 0.33, 'miscellaneous': 0.23754789272030652, 'moral_disputes': 0.24566473988439305, 'moral_scenarios': 0.24022346368715083, 'nutrition': 0.20915032679738563, 'philosophy': 0.1864951768488746, 'prehistory': 0.23148148148148148, 'professional_accounting': 0.23049645390070922, 'professional_law': 0.24641460234680573, 'professional_medicine': 0.19117647058823528, 'professional_psychology': 0.25326797385620914, 'public_relations': 0.2545454545454545, 'security_studies': 0.19591836734693877, 'sociology': 0.22885572139303484, 'us_foreign_policy': 0.3, 'virology': 0.25903614457831325, 'world_religions': 0.28654970760233917}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,24.230663592998802,30,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.2333000997008973,True,1,cais/mmlu,4.5.0,0.06372583209702247,ef942e1edecc0078e334bf4645d75647363a38ac,39.999825613839285,40,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3276,183500,458752,4724473856,14042,6979321856,"{'abstract_algebra': 0.2, 'anatomy': 0.1925925925925926, 'astronomy': 0.19078947368421054, 'business_ethics': 0.25, 'clinical_knowledge': 0.19245283018867926, 'college_biology': 0.24305555555555555, 'college_chemistry': 0.19, 'college_computer_science': 0.26, 'college_mathematics': 0.26, 'college_medicine': 0.24277456647398843, 'college_physics': 0.20588235294117646, 'computer_security': 0.28, 'conceptual_physics': 0.24680851063829787, 'econometrics': 0.23684210526315788, 'electrical_engineering': 0.23448275862068965, 'elementary_mathematics': 0.1984126984126984, 'formal_logic': 0.2777777777777778, 'global_facts': 0.18, 'high_school_biology': 0.2129032258064516, 'high_school_chemistry': 0.15763546798029557, 'high_school_computer_science': 0.27, 'high_school_european_history': 0.22424242424242424, 'high_school_geography': 0.20707070707070707, 'high_school_government_and_politics': 0.24352331606217617, 'high_school_macroeconomics': 0.24102564102564103, 'high_school_mathematics': 0.21851851851851853, 'high_school_microeconomics': 0.20168067226890757, 'high_school_physics': 0.19205298013245034, 'high_school_psychology': 0.1981651376146789, 'high_school_statistics': 0.18981481481481483, 'high_school_us_history': 0.2549019607843137, 'high_school_world_history': 0.25738396624472576, 'human_aging': 0.26905829596412556, 'human_sexuality': 0.2595419847328244, 'international_law': 0.23140495867768596, 'jurisprudence': 0.26851851851851855, 'logical_fallacies': 0.2331288343558282, 'machine_learning': 0.32142857142857145, 'management': 0.13592233009708737, 'marketing': 0.31196581196581197, 'medical_genetics': 0.3, 'miscellaneous': 0.23243933588761176, 'moral_disputes': 0.2514450867052023, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.238562091503268, 'philosophy': 0.19935691318327975, 'prehistory': 0.2037037037037037, 'professional_accounting': 0.23049645390070922, 'professional_law': 0.2470664928292047, 'professional_medicine': 0.19852941176470587, 'professional_psychology': 0.2549019607843137, 'public_relations': 0.24545454545454545, 'security_studies': 0.20408163265306123, 'sociology': 0.24378109452736318, 'us_foreign_policy': 0.27, 'virology': 0.3072289156626506, 'world_religions': 0.32748538011695905}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,32.307551457331726,40,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.2310212220481413,True,1,cais/mmlu,4.5.0,0.06331347110289655,ef942e1edecc0078e334bf4645d75647363a38ac,50.0,50,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3244,229376,458752,4160749568,14042,6979321856,"{'abstract_algebra': 0.2, 'anatomy': 0.17777777777777778, 'astronomy': 0.15789473684210525, 'business_ethics': 0.29, 'clinical_knowledge': 0.21509433962264152, 'college_biology': 0.2708333333333333, 'college_chemistry': 0.23, 'college_computer_science': 0.24, 'college_mathematics': 0.21, 'college_medicine': 0.19653179190751446, 'college_physics': 0.22549019607843138, 'computer_security': 0.28, 'conceptual_physics': 0.2680851063829787, 'econometrics': 0.22807017543859648, 'electrical_engineering': 0.25517241379310346, 'elementary_mathematics': 0.2222222222222222, 'formal_logic': 0.2619047619047619, 'global_facts': 0.17, 'high_school_biology': 0.1935483870967742, 'high_school_chemistry': 0.16748768472906403, 'high_school_computer_science': 0.28, 'high_school_european_history': 0.20606060606060606, 'high_school_geography': 0.17676767676767677, 'high_school_government_and_politics': 0.19170984455958548, 'high_school_macroeconomics': 0.19487179487179487, 'high_school_mathematics': 0.2074074074074074, 'high_school_microeconomics': 0.20588235294117646, 'high_school_physics': 0.1986754966887417, 'high_school_psychology': 0.1944954128440367, 'high_school_statistics': 0.17592592592592593, 'high_school_us_history': 0.23039215686274508, 'high_school_world_history': 0.2869198312236287, 'human_aging': 0.3094170403587444, 'human_sexuality': 0.26717557251908397, 'international_law': 0.23140495867768596, 'jurisprudence': 0.2777777777777778, 'logical_fallacies': 0.22085889570552147, 'machine_learning': 0.3125, 'management': 0.20388349514563106, 'marketing': 0.2905982905982906, 'medical_genetics': 0.29, 'miscellaneous': 0.24648786717752236, 'moral_disputes': 0.24855491329479767, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.21568627450980393, 'philosophy': 0.19935691318327975, 'prehistory': 0.2222222222222222, 'professional_accounting': 0.2375886524822695, 'professional_law': 0.24641460234680573, 'professional_medicine': 0.20955882352941177, 'professional_psychology': 0.25980392156862747, 'public_relations': 0.21818181818181817, 'security_studies': 0.16326530612244897, 'sociology': 0.23880597014925373, 'us_foreign_policy': 0.28, 'virology': 0.25903614457831325, 'world_religions': 0.30994152046783624}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,40.38461538461539,50,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.23465318330722118,True,1,cais/mmlu,4.5.0,0.06262130834056072,ef942e1edecc0078e334bf4645d75647363a38ac,59.99995640345982,60,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3295,275251,458752,3597037568,14042,6979321856,"{'abstract_algebra': 0.22, 'anatomy': 0.2, 'astronomy': 0.20394736842105263, 'business_ethics': 0.33, 'clinical_knowledge': 0.23018867924528302, 'college_biology': 0.2361111111111111, 'college_chemistry': 0.21, 'college_computer_science': 0.22, 'college_mathematics': 0.2, 'college_medicine': 0.2543352601156069, 'college_physics': 0.2549019607843137, 'computer_security': 0.29, 'conceptual_physics': 0.2680851063829787, 'econometrics': 0.23684210526315788, 'electrical_engineering': 0.25517241379310346, 'elementary_mathematics': 0.21957671957671956, 'formal_logic': 0.2698412698412698, 'global_facts': 0.18, 'high_school_biology': 0.17419354838709677, 'high_school_chemistry': 0.1724137931034483, 'high_school_computer_science': 0.26, 'high_school_european_history': 0.2545454545454545, 'high_school_geography': 0.17676767676767677, 'high_school_government_and_politics': 0.20725388601036268, 'high_school_macroeconomics': 0.20512820512820512, 'high_school_mathematics': 0.1962962962962963, 'high_school_microeconomics': 0.226890756302521, 'high_school_physics': 0.19205298013245034, 'high_school_psychology': 0.20917431192660552, 'high_school_statistics': 0.23148148148148148, 'high_school_us_history': 0.24019607843137256, 'high_school_world_history': 0.2911392405063291, 'human_aging': 0.3004484304932735, 'human_sexuality': 0.26717557251908397, 'international_law': 0.256198347107438, 'jurisprudence': 0.26851851851851855, 'logical_fallacies': 0.2331288343558282, 'machine_learning': 0.3125, 'management': 0.17475728155339806, 'marketing': 0.2777777777777778, 'medical_genetics': 0.28, 'miscellaneous': 0.23754789272030652, 'moral_disputes': 0.23699421965317918, 'moral_scenarios': 0.23910614525139665, 'nutrition': 0.22549019607843138, 'philosophy': 0.21864951768488747, 'prehistory': 0.22839506172839505, 'professional_accounting': 0.2553191489361702, 'professional_law': 0.23728813559322035, 'professional_medicine': 0.20588235294117646, 'professional_psychology': 0.24836601307189543, 'public_relations': 0.20909090909090908, 'security_studies': 0.2163265306122449, 'sociology': 0.2537313432835821, 'us_foreign_policy': 0.28, 'virology': 0.2710843373493976, 'world_religions': 0.29239766081871343}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,48.46150324894831,60,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.23515168779376158,True,1,cais/mmlu,4.5.0,0.06188008790580496,ef942e1edecc0078e334bf4645d75647363a38ac,69.99991280691964,70,accuracy,meta-llama/Llama-3.1-8B-Instruct,llama31_8b_instruct,3302,321126,458752,3033325568,14042,6979321856,"{'abstract_algebra': 0.25, 'anatomy': 0.18518518518518517, 'astronomy': 0.18421052631578946, 'business_ethics': 0.3, 'clinical_knowledge': 0.22264150943396227, 'college_biology': 0.2569444444444444, 'college_chemistry': 0.25, 'college_computer_science': 0.24, 'college_mathematics': 0.19, 'college_medicine': 0.18497109826589594, 'college_physics': 0.29411764705882354, 'computer_security': 0.29, 'conceptual_physics': 0.24680851063829787, 'econometrics': 0.20175438596491227, 'electrical_engineering': 0.2482758620689655, 'elementary_mathematics': 0.23544973544973544, 'formal_logic': 0.23809523809523808, 'global_facts': 0.19, 'high_school_biology': 0.2, 'high_school_chemistry': 0.15763546798029557, 'high_school_computer_science': 0.28, 'high_school_european_history': 0.24848484848484848, 'high_school_geography': 0.1919191919191919, 'high_school_government_and_politics': 0.18652849740932642, 'high_school_macroeconomics': 0.19743589743589743, 'high_school_mathematics': 0.2111111111111111, 'high_school_microeconomics': 0.20588235294117646, 'high_school_physics': 0.23178807947019867, 'high_school_psychology': 0.21100917431192662, 'high_school_statistics': 0.14814814814814814, 'high_school_us_history': 0.23529411764705882, 'high_school_world_history': 0.25738396624472576, 'human_aging': 0.2825112107623318, 'human_sexuality': 0.25190839694656486, 'international_law': 0.23140495867768596, 'jurisprudence': 0.21296296296296297, 'logical_fallacies': 0.2147239263803681, 'machine_learning': 0.375, 'management': 0.23300970873786409, 'marketing': 0.2905982905982906, 'medical_genetics': 0.31, 'miscellaneous': 0.2554278416347382, 'moral_disputes': 0.2514450867052023, 'moral_scenarios': 0.23798882681564246, 'nutrition': 0.23529411764705882, 'philosophy': 0.20257234726688103, 'prehistory': 0.20987654320987653, 'professional_accounting': 0.23049645390070922, 'professional_law': 0.2711864406779661, 'professional_medicine': 0.17647058823529413, 'professional_psychology': 0.2565359477124183, 'public_relations': 0.20909090909090908, 'security_studies': 0.1673469387755102, 'sociology': 0.25870646766169153, 'us_foreign_policy': 0.25, 'virology': 0.2891566265060241, 'world_religions': 0.2807017543859649}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,56.53839111328125,70,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.7159236575986326,True,1,cais/mmlu,4.5.0,0.08151372915572497,ef942e1edecc0078e334bf4645d75647363a38ac,0.0,0,accuracy,Qwen/Qwen3-8B,qwen3_8b,10053,0,442368,6945767424,14042,6945767424,"{'abstract_algebra': 0.57, 'anatomy': 0.6888888888888889, 'astronomy': 0.875, 'business_ethics': 0.75, 'clinical_knowledge': 0.7849056603773585, 'college_biology': 0.8611111111111112, 'college_chemistry': 0.56, 'college_computer_science': 0.72, 'college_mathematics': 0.55, 'college_medicine': 0.7514450867052023, 'college_physics': 0.5490196078431373, 'computer_security': 0.88, 'conceptual_physics': 0.8085106382978723, 'econometrics': 0.6228070175438597, 'electrical_engineering': 0.7241379310344828, 'elementary_mathematics': 0.701058201058201, 'formal_logic': 0.626984126984127, 'global_facts': 0.38, 'high_school_biology': 0.8903225806451613, 'high_school_chemistry': 0.7389162561576355, 'high_school_computer_science': 0.84, 'high_school_european_history': 0.8424242424242424, 'high_school_geography': 0.8686868686868687, 'high_school_government_and_politics': 0.9015544041450777, 'high_school_macroeconomics': 0.7615384615384615, 'high_school_mathematics': 0.4962962962962963, 'high_school_microeconomics': 0.8907563025210085, 'high_school_physics': 0.7218543046357616, 'high_school_psychology': 0.8899082568807339, 'high_school_statistics': 0.7268518518518519, 'high_school_us_history': 0.8676470588235294, 'high_school_world_history': 0.869198312236287, 'human_aging': 0.726457399103139, 'human_sexuality': 0.7862595419847328, 'international_law': 0.7933884297520661, 'jurisprudence': 0.8055555555555556, 'logical_fallacies': 0.8466257668711656, 'machine_learning': 0.5982142857142857, 'management': 0.8737864077669902, 'marketing': 0.9273504273504274, 'medical_genetics': 0.87, 'miscellaneous': 0.8454661558109834, 'moral_disputes': 0.7196531791907514, 'moral_scenarios': 0.39888268156424583, 'nutrition': 0.7647058823529411, 'philosophy': 0.7041800643086816, 'prehistory': 0.8055555555555556, 'professional_accounting': 0.5638297872340425, 'professional_law': 0.5143415906127771, 'professional_medicine': 0.8088235294117647, 'professional_psychology': 0.7287581699346405, 'public_relations': 0.6454545454545455, 'security_studies': 0.7510204081632653, 'sociology': 0.845771144278607, 'us_foreign_policy': 0.86, 'virology': 0.5240963855421686, 'world_religions': 0.847953216374269}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,0.0,0,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
0.5655177325167355,True,1,cais/mmlu,4.5.0,0.08111344157135537,ef942e1edecc0078e334bf4645d75647363a38ac,9.999819155092593,10,accuracy,Qwen/Qwen3-8B,qwen3_8b,7941,44236,442368,6402195456,14042,6945767424,"{'abstract_algebra': 0.32, 'anatomy': 0.5407407407407407, 'astronomy': 0.6644736842105263, 'business_ethics': 0.66, 'clinical_knowledge': 0.6830188679245283, 'college_biology': 0.6388888888888888, 'college_chemistry': 0.46, 'college_computer_science': 0.48, 'college_mathematics': 0.46, 'college_medicine': 0.5953757225433526, 'college_physics': 0.47058823529411764, 'computer_security': 0.71, 'conceptual_physics': 0.6085106382978723, 'econometrics': 0.4649122807017544, 'electrical_engineering': 0.5793103448275863, 'elementary_mathematics': 0.48677248677248675, 'formal_logic': 0.5079365079365079, 'global_facts': 0.27, 'high_school_biology': 0.6903225806451613, 'high_school_chemistry': 0.5073891625615764, 'high_school_computer_science': 0.6, 'high_school_european_history': 0.6484848484848484, 'high_school_geography': 0.7272727272727273, 'high_school_government_and_politics': 0.7305699481865285, 'high_school_macroeconomics': 0.6384615384615384, 'high_school_mathematics': 0.3037037037037037, 'high_school_microeconomics': 0.7310924369747899, 'high_school_physics': 0.5761589403973509, 'high_school_psychology': 0.7798165137614679, 'high_school_statistics': 0.5740740740740741, 'high_school_us_history': 0.5980392156862745, 'high_school_world_history': 0.6244725738396625, 'human_aging': 0.57847533632287, 'human_sexuality': 0.7175572519083969, 'international_law': 0.6363636363636364, 'jurisprudence': 0.6388888888888888, 'logical_fallacies': 0.6319018404907976, 'machine_learning': 0.38392857142857145, 'management': 0.7572815533980582, 'marketing': 0.8034188034188035, 'medical_genetics': 0.66, 'miscellaneous': 0.7011494252873564, 'moral_disputes': 0.569364161849711, 'moral_scenarios': 0.27262569832402234, 'nutrition': 0.630718954248366, 'philosophy': 0.617363344051447, 'prehistory': 0.6111111111111112, 'professional_accounting': 0.4432624113475177, 'professional_law': 0.39113428943937417, 'professional_medicine': 0.6139705882352942, 'professional_psychology': 0.5490196078431373, 'public_relations': 0.5727272727272728, 'security_studies': 0.6816326530612244, 'sociology': 0.7711442786069652, 'us_foreign_policy': 0.69, 'virology': 0.463855421686747, 'world_religions': 0.7017543859649122}",Linux-4.18.0-553.89.1.el8_10.x86_64-x86_64-with-glibc2.28,global_magnitude_structured,mlp_channel,3.12.11,42,7.825945425724634,10,test,2026-04-18T10:19:36.643491+00:00,2.9.1+cu128,5.1.0
